,workerid,language,correct,idiom,response,result,rt,Affect
513,112,Hindi,to fool someone,to make an owl of someone,to teach someone,incorrect,6465.0,Negative
514,96,Hindi,to fool someone,to make an owl of someone,to teach someone,incorrect,9098.0,Negative
515,67,Hindi,to fool someone,to make an owl of someone,to encourage someone,incorrect,11104.0,Negative
516,125,Hindi,to fool someone,to make an owl of someone,to teach someone,incorrect,8812.0,Negative
517,47,Hindi,to fool someone,to make an owl of someone,to fool someone,correct,8730.0,Negative
518,95,Hindi,to fool someone,to make an owl of someone,to teach someone,incorrect,11348.0,Negative
519,82,Hindi,to fool someone,to make an owl of someone,to fool someone,correct,4786.0,Negative
520,78,Hindi,to fool someone,to make an owl of someone,to teach someone,incorrect,25097.0,Negative
521,51,Hindi,to fool someone,to make an owl of someone,to teach someone,incorrect,24165.0,Negative
522,90,Hindi,to fool someone,to make an owl of someone,to teach someone,incorrect,4902.0,Negative
523,126,Spanish,to help someone or to get someone out of trouble,to take chestnuts out of the fire,to help someone or to get someone out of trouble,correct,8090.0,Positive
524,113,Spanish,to help someone or to get someone out of trouble,to take chestnuts out of the fire,to help someone or to get someone out of trouble,correct,39096.0,Positive
525,77,Spanish,to help someone or to get someone out of trouble,to take chestnuts out of the fire,to help someone or to get someone out of trouble,correct,13073.0,Positive
526,117,Spanish,to help someone or to get someone out of trouble,to take chestnuts out of the fire,to know when to stop doing or saying something,incorrect,9736.0,Positive
527,57,Spanish,to help someone or to get someone out of trouble,to take chestnuts out of the fire,to know when to stop doing or saying something,incorrect,16102.0,Positive
528,36,Spanish,to help someone or to get someone out of trouble,to take chestnuts out of the fire,to know when to stop doing or saying something,incorrect,14704.0,Positive
529,53,Spanish,to help someone or to get someone out of trouble,to take chestnuts out of the fire,to prepare for something,incorrect,9761.0,Positive
530,120,Spanish,to help someone or to get someone out of trouble,to take chestnuts out of the fire,to know when to stop doing or saying something,incorrect,22066.0,Positive
531,129,Spanish,to help someone or to get someone out of trouble,to take chestnuts out of the fire,to prepare for something,incorrect,7608.0,Positive
532,50,Spanish,to help someone or to get someone out of trouble,to take chestnuts out of the fire,to help someone or to get someone out of trouble,correct,24167.0,Positive
533,83,Spanish,to help someone or to get someone out of trouble,to take chestnuts out of the fire,to benefit from the misfortune of others,incorrect,9962.0,Positive
534,28,Spanish,to help someone or to get someone out of trouble,to take chestnuts out of the fire,to prepare for something,incorrect,14182.0,Positive
535,122,Spanish,to help someone or to get someone out of trouble,to take chestnuts out of the fire,to help someone or to get someone out of trouble,correct,19536.0,Positive
536,80,Spanish,to help someone or to get someone out of trouble,to take chestnuts out of the fire,to help someone or to get someone out of trouble,correct,149856.0,Positive
537,88,Spanish,to help someone or to get someone out of trouble,to take chestnuts out of the fire,to help someone or to get someone out of trouble,correct,21026.0,Positive
538,106,Spanish,to help someone or to get someone out of trouble,to take chestnuts out of the fire,to know when to stop doing or saying something,incorrect,10958.0,Positive
539,61,Spanish,to help someone or to get someone out of trouble,to take chestnuts out of the fire,to know when to stop doing or saying something,incorrect,8961.0,Positive
540,75,Spanish,to help someone or to get someone out of trouble,to take chestnuts out of the fire,to help someone or to get someone out of trouble,correct,27064.0,Positive
541,34,Spanish,to help someone or to get someone out of trouble,to take chestnuts out of the fire,to help someone or to get someone out of trouble,correct,13153.0,Positive
542,82,Spanish,to help someone or to get someone out of trouble,to take chestnuts out of the fire,to know when to stop doing or saying something,incorrect,3771.0,Positive
543,51,Spanish,to help someone or to get someone out of trouble,to take chestnuts out of the fire,to know when to stop doing or saying something,incorrect,6899.0,Positive
544,126,Russian,to make a fool of or confuse someone,to lead someone by the nose,to make a fool of or confuse someone,correct,7378.0,Negative
545,113,Russian,to make a fool of or confuse someone,to lead someone by the nose,to have complete control over someone,incorrect,18968.0,Negative
546,85,Russian,to make a fool of or confuse someone,to lead someone by the nose,to have complete control over someone,incorrect,2916.0,Negative
547,104,Russian,to make a fool of or confuse someone,to lead someone by the nose,to have complete control over someone,incorrect,6601.0,Negative
548,63,Russian,to make a fool of or confuse someone,to lead someone by the nose,to have complete control over someone,incorrect,9632.0,Negative
549,76,Russian,to make a fool of or confuse someone,to lead someone by the nose,to have complete control over someone,incorrect,7702.0,Negative
550,120,Russian,to make a fool of or confuse someone,to lead someone by the nose,to have complete control over someone,incorrect,13142.0,Negative
551,58,Russian,to make a fool of or confuse someone,to lead someone by the nose,to have complete control over someone,incorrect,16898.0,Negative
552,129,Russian,to make a fool of or confuse someone,to lead someone by the nose,to have complete control over someone,incorrect,12240.0,Negative
553,86,Russian,to make a fool of or confuse someone,to lead someone by the nose,to have complete control over someone,incorrect,13185.0,Negative
554,69,Russian,to make a fool of or confuse someone,to lead someone by the nose,to have complete control over someone,incorrect,11518.0,Negative
555,109,Russian,to make a fool of or confuse someone,to lead someone by the nose,to have complete control over someone,incorrect,7369.0,Negative
556,72,Russian,to make a fool of or confuse someone,to lead someone by the nose,to give helpful advice,incorrect,12513.0,Negative
557,55,Russian,to make a fool of or confuse someone,to lead someone by the nose,to have complete control over someone,incorrect,6839.0,Negative
558,56,Russian,to make a fool of or confuse someone,to lead someone by the nose,to make a fool of or confuse someone,correct,4350.0,Negative
559,116,Russian,to make a fool of or confuse someone,to lead someone by the nose,to have complete control over someone,incorrect,10772.0,Negative
560,114,Russian,to make a fool of or confuse someone,to lead someone by the nose,to make a fool of or confuse someone,correct,7846.0,Negative
561,61,Russian,to make a fool of or confuse someone,to lead someone by the nose,to have complete control over someone,incorrect,8976.0,Negative
562,54,Russian,to make a fool of or confuse someone,to lead someone by the nose,to have complete control over someone,incorrect,19395.0,Negative
563,59,Russian,to make a fool of or confuse someone,to lead someone by the nose,to have complete control over someone,incorrect,6585.0,Negative
